Protein FDR Confidence Combined	Master	Accession	Description	% Coverage	# Peptides	# PSMs	# Unique Peptides	MW in kDa	Gene Symbol	Abundance 1161573	Abundance 1161574	Abundance 1161575	Abundance 1161576	Abundance 1161577	Abundance 1161578																																		
High	Master Protein	Q9UNI6	Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1	14	2	13	2	37.7	DUSP12	2.72E+06	3.60E+05	2.82E+06	1.21E+06	1.94E+06	1.62E+06																																		
High	Master Protein	O60830	Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens OX=9606 GN=TIMM17B PE=1 SV=1	30	3	13	3	18.3	TIMM17B	4.90E+06	3.70E+06	4.45E+06	3.10E+06	2.65E+06	3.21E+06																																		
High	Master Protein	P53677	AP-3 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP3M2 PE=1 SV=1	10	3	13	1	46.9	AP3M2			1.51E+05		2.15E+05	9.00E+04																																		
High	Master Protein	P56589	Peroxisomal biogenesis factor 3 OS=Homo sapiens OX=9606 GN=PEX3 PE=1 SV=1	15	4	13	4	42.1	PEX3	2.76E+06	1.97E+06	3.63E+06	2.54E+06	2.20E+06	2.24E+06																																		
High	Master Protein	P49761	Dual specificity protein kinase CLK3 OS=Homo sapiens OX=9606 GN=CLK3 PE=1 SV=3	8	3	13	3	73.5	CLK3	3.89E+06	2.49E+06	4.32E+06	8.71E+05	2.77E+06	3.87E+06																																		
High	Master Protein	O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens OX=9606 GN=CHUK PE=1 SV=2	5	3	13	3	84.6	CHUK	2.32E+06	6.06E+05	3.84E+06	2.75E+06	2.31E+06	2.08E+06																																		
High	Master Protein	O75352	Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=2	10	2	13	2	26.6	MPDU1	1.68E+07	6.57E+06	2.63E+07	1.23E+07	1.15E+07	1.22E+07																																		
High	Master Protein	O14683	Tumor protein p53-inducible protein 11 OS=Homo sapiens OX=9606 GN=TP53I11 PE=1 SV=2	13	2	13	2	21	TP53I11	3.14E+06	3.40E+06	3.14E+06	1.69E+06	1.70E+06	1.78E+06																																		
High	Master Protein	Q8N5M9	Protein jagunal homolog 1 OS=Homo sapiens OX=9606 GN=JAGN1 PE=1 SV=1	13	2	13	2	21.1	JAGN1	4.03E+07	4.24E+07	3.79E+07	2.57E+07	2.83E+07	2.67E+07																																		
High	Master Protein	P61803	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3	27	3	13	3	12.5	DAD1	1.34E+07	1.22E+07	1.08E+07	7.03E+06	1.30E+07	1.14E+07																																		
High	Master Protein	Q13426	DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2	16	4	13	4	38.3	XRCC4	5.06E+06	4.70E+06	4.54E+06	2.98E+06	3.35E+06	3.29E+06																																		
High	Master Protein	Q9NZM3	Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3	5	6	13	6	193.3	ITSN2	3.42E+06	2.09E+06	3.13E+06	2.26E+06	3.01E+06	3.39E+06																																		
High	Master Protein	O94972	E3 ubiquitin-protein ligase TRIM37 OS=Homo sapiens OX=9606 GN=TRIM37 PE=1 SV=2	8	5	13	5	107.8	TRIM37	1.94E+06	8.26E+05	3.36E+06	1.37E+06	1.75E+06	1.99E+06																																		
High	Master Protein	Q14119	Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2	6	3	13	3	56.9	VEZF1	4.90E+05	3.70E+05	4.30E+05	3.91E+05	3.66E+05	3.45E+05																																		
High	Master Protein	Q8IW45	ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Homo sapiens OX=9606 GN=NAXD PE=1 SV=1	16	3	13	3	36.6	NAXD	1.63E+06	1.09E+06	2.90E+06	1.94E+06	1.37E+06	1.95E+06																																		
High	Master Protein	Q8IYB8	"ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens OX=9606 GN=SUPV3L1 PE=1 SV=1"	10	5	13	5	87.9	SUPV3L1	6.81E+06	6.56E+06	5.89E+06	2.08E+06	3.44E+06	2.94E+06																																		
High	Master Protein	Q9UMY1	Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2	11	3	13	3	29.4	NOL7	3.31E+06	3.30E+06	3.01E+06	1.74E+06	1.73E+06	1.50E+06																																		
High	Master Protein	O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens OX=9606 GN=NDUFS5 PE=1 SV=3	23	2	13	2	12.5	NDUFS5	8.63E+06	3.13E+06	5.07E+06	3.41E+06	5.85E+06	3.89E+06																																		
High	Master Protein	O00559	Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens OX=9606 GN=EBAG9 PE=1 SV=1	28	3	13	3	24.4	EBAG9	2.60E+06	4.19E+06	3.64E+06	3.12E+06	3.37E+06	3.19E+06																																		
High	Master Protein	P62256	Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens OX=9606 GN=UBE2H PE=1 SV=1	22	3	13	3	20.6	UBE2H	5.09E+06	4.19E+06	6.49E+06	4.21E+06	3.68E+06	4.35E+06																																		
High	Master Protein	P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1	23	6	13	6	48.3	CCNB1	5.88E+06	3.83E+06	5.84E+06	2.73E+06	3.97E+06	4.35E+06																																		
High	Master Protein	P53350	Serine/threonine-protein kinase PLK1 OS=Homo sapiens OX=9606 GN=PLK1 PE=1 SV=1	15	6	13	6	68.2	PLK1	2.00E+06	1.68E+06	1.98E+06	9.49E+05	1.08E+06	9.40E+05																																		
High	Master Protein	Q9BQP7	Mitochondrial genome maintenance exonuclease 1 OS=Homo sapiens OX=9606 GN=MGME1 PE=1 SV=1	28	8	13	8	39.4	MGME1	5.64E+06	4.59E+06	4.33E+06	4.30E+06	2.37E+06	4.53E+06																																		
High	Master Protein	P00167	Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2	47	5	13	5	15.3	CYB5A	1.73E+06	1.47E+06	2.97E+06	1.77E+06	3.52E+05	2.46E+06																																		
High	Master Protein	P62306	Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1	24	2	13	2	9.7	SNRPF	6.38E+06	6.37E+06	6.82E+06	5.96E+06	5.61E+06	5.79E+06																																		
High	Master Protein	Q9NQ55	Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1	16	4	13	4	53.2	PPAN	2.99E+06	1.71E+06	1.66E+06	1.12E+06	1.36E+06	1.28E+06																																		
High	Master Protein	Q15650	Activating signal cointegrator 1 OS=Homo sapiens OX=9606 GN=TRIP4 PE=1 SV=4	9	4	13	4	66.1	TRIP4	1.54E+06	4.67E+06	1.16E+06	1.73E+06	1.23E+06	1.14E+06																																		
High	Master Protein	Q9BQ24	Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZFYVE21 PE=1 SV=1	20	4	13	4	26.5	ZFYVE21	3.42E+06	3.02E+06	3.85E+06	3.19E+06	3.10E+06	4.11E+06																																		
High	Master Protein	Q92990	Glomulin OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2	12	5	13	5	68.2	GLMN	1.09E+06	5.30E+05	8.98E+05	7.52E+05	1.01E+06	1.12E+06																																		
High	Master Protein	Q8NEZ2	Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1	11	3	13	3	44.3	VPS37A	2.77E+06	9.47E+05	2.62E+06	2.14E+06	1.58E+06	1.84E+06																																		
High	Master Protein	Q8IYU8	"Calcium uptake protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=MICU2 PE=1 SV=2"	19	5	13	5	49.6	MICU2	5.51E+06	4.67E+06	8.44E+06	4.03E+06	5.81E+06	5.18E+06																																		
High	Master Protein	Q9BW71	HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3 PE=1 SV=3	9	4	13	4	61.9	HIRIP3	5.75E+06	5.07E+06	5.07E+06	1.57E+06	1.31E+06	8.87E+05																																		
High	Master Protein	Q9UII2	"ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1"	17	2	13	2	12.2	ATP5IF1	2.66E+06	8.87E+05	2.21E+06	1.06E+06	1.43E+06	1.89E+06																																		
High	Master Protein	P30711	Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=4	19	3	13	3	27.3	GSTT1	1.17E+06	1.71E+06	1.04E+06	2.78E+06	1.95E+06	2.58E+06																																		
High	Master Protein	O60739	Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2	27	2	13	2	12.8	EIF1B	4.99E+06	3.19E+06	4.32E+06	3.14E+06	3.94E+06	4.99E+06																																		
High	Master Protein	Q9Y613	FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3	13	6	13	6	126.5	FHOD1	1.80E+06	1.42E+06	1.92E+06	1.13E+06	4.10E+05	1.03E+06																																		
High	Master Protein	Q96EV2	RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3	5	5	13	5	129.9	RBM33	3.84E+06	2.98E+06	1.75E+06	3.18E+06	3.20E+06	2.96E+06																																		
High	Master Protein	O75448	Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens OX=9606 GN=MED24 PE=1 SV=1	9	6	13	6	110.2	MED24	6.00E+06	4.01E+06	5.39E+06	6.45E+06	4.82E+06	4.74E+06																																		
High	Master Protein	Q5JPI3	Uncharacterized protein C3orf38 OS=Homo sapiens OX=9606 GN=C3orf38 PE=1 SV=1	16	3	13	3	37.5	C3orf38	2.28E+06	7.04E+05	3.24E+06	1.75E+06	1.26E+06	1.79E+06																																		
High	Master Protein	Q9H1Y0	Autophagy protein 5 OS=Homo sapiens OX=9606 GN=ATG5 PE=1 SV=2	18	4	13	4	32.4	ATG5	3.94E+06	2.55E+06	5.02E+06	4.02E+06	3.97E+06	3.31E+06																																		
High	Master Protein	P04179	"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3"	23	4	13	4	24.7	SOD2	3.49E+06	2.90E+06	1.97E+06	1.82E+06	1.37E+06	2.07E+06																																		
High	Master Protein	Q8WX93	Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3	5	6	13	6	150.5	PALLD	1.35E+06	3.19E+06	2.24E+06	1.56E+06	1.04E+06	1.11E+06																																		
High	Master Protein	Q6P1L8	"39S ribosomal protein L14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1"	22	3	13	3	15.9	MRPL14	5.25E+06	5.88E+06	5.99E+06	5.27E+06	5.52E+06	4.47E+06																																		
High	Master Protein	Q6GYQ0	Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=RALGAPA1 PE=1 SV=1	3	4	13	4	229.7	RALGAPA1	2.15E+06	1.25E+06	1.07E+06	1.68E+06	1.84E+06	9.42E+05																																		
High	Master Protein	O00519	Fatty-acid amide hydrolase 1 OS=Homo sapiens OX=9606 GN=FAAH PE=1 SV=2	12	3	13	3	63	FAAH	1.88E+06	1.02E+06	3.40E+06	1.94E+06	2.68E+06	1.97E+06																																		
High	Master Protein	P54803	Galactocerebrosidase OS=Homo sapiens OX=9606 GN=GALC PE=1 SV=3	14	5	13	5	77	GALC	1.65E+06	1.19E+06	1.20E+06	2.97E+06	2.22E+06	2.20E+06																																		
High	Master Protein	Q9BVL4	"Protein adenylyltransferase SelO, mitochondrial OS=Homo sapiens OX=9606 GN=SELENOO PE=1 SV=3"	7	2	13	2	73.4	SELENOO	1.96E+06	2.94E+05	1.97E+06	1.27E+06	9.17E+05	9.36E+05																																		
High	Master Protein	P63167	"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1"	49	3	13	1	10.4	DYNLL1	7.07E+06	6.34E+06	7.33E+06	4.55E+06	7.42E+06	7.31E+06																																		
High	Master Protein	Q9H1E5	Thioredoxin-related transmembrane protein 4 OS=Homo sapiens OX=9606 GN=TMX4 PE=1 SV=1	11	3	13	3	38.9	TMX4	7.47E+06	5.05E+06	9.69E+06	4.85E+06	5.83E+06	4.42E+06																																		
High	Master Protein	P27707	Deoxycytidine kinase OS=Homo sapiens OX=9606 GN=DCK PE=1 SV=1	28	5	13	5	30.5	DCK	8.69E+06	6.31E+06	5.79E+06	4.08E+06	3.43E+06	5.56E+06																																		
High	Master Protein	Q9H0U9	Testis-specific Y-encoded-like protein 1 OS=Homo sapiens OX=9606 GN=TSPYL1 PE=1 SV=3	7	2	13	2	49.2	TSPYL1	1.99E+06	1.53E+06	2.38E+06	1.08E+06	1.24E+06	1.88E+06																																		
High	Master Protein	P01130	Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1	6	3	13	3	95.3	LDLR	2.14E+06	5.38E+05	2.11E+06	1.83E+06	1.81E+06	1.80E+06																																		
High	Master Protein	Q96BH1	E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens OX=9606 GN=RNF25 PE=1 SV=1	12	4	13	4	51.2	RNF25	3.86E+06	1.95E+06	4.78E+06	3.10E+06	2.19E+06	4.33E+06																																		
High	Master Protein	P78536	Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ADAM17 PE=1 SV=1	8	6	13	6	93	ADAM17	2.27E+06	1.51E+06	1.20E+06	1.81E+06	1.63E+06	2.32E+06																																		
High	Master Protein	Q8WUH2	Transforming growth factor-beta receptor-associated protein 1 OS=Homo sapiens OX=9606 GN=TGFBRAP1 PE=1 SV=1	10	5	13	5	97.1	TGFBRAP1	7.62E+05	2.20E+05	9.06E+05	1.10E+06	7.51E+05	5.86E+05																																		
High	Master Protein	Q9Y3C0	WASH complex subunit 3 OS=Homo sapiens OX=9606 GN=WASHC3 PE=1 SV=1	32	4	13	4	21.2	WASHC3	2.01E+06	1.56E+06	2.79E+06	2.37E+06	3.16E+05	3.36E+06																																		
High	Master Protein	O15533	Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=2	20	5	13	5	47.5	TAPBP	3.58E+06	2.46E+06	3.24E+06	1.30E+07	1.27E+07	1.43E+07																																		
High	Master Protein	Q9BXI6	TBC1 domain family member 10A OS=Homo sapiens OX=9606 GN=TBC1D10A PE=1 SV=1	10	4	13	4	57.1	TBC1D10A	2.52E+06	1.57E+06	3.38E+06	2.40E+06	1.87E+06	2.05E+06																																		
High	Master Protein	Q8N3X1	Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3	9	6	13	6	110.2	FNBP4	5.07E+06	3.31E+06	4.83E+06	3.17E+06	4.20E+06	2.71E+06																																		
High	Master Protein	Q6PK04	Coiled-coil domain-containing protein 137 OS=Homo sapiens OX=9606 GN=CCDC137 PE=1 SV=1	13	3	13	3	33.2	CCDC137	1.96E+06	2.30E+06	1.95E+06	1.96E+06	1.96E+06	2.01E+06																																		
High	Master Protein	Q86XZ4	Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens OX=9606 GN=SPATS2 PE=1 SV=1	7	3	13	3	59.5	SPATS2	3.30E+06	3.24E+06	1.68E+06	1.35E+06	2.26E+06	2.60E+06																																		
High	Master Protein	Q9BQ75	Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2	15	4	13	4	31.9	CMSS1	2.13E+06	2.45E+06	2.14E+06	1.24E+06	1.34E+06	1.20E+06																																		
High	Master Protein	Q69YQ0	Cytospin-A OS=Homo sapiens OX=9606 GN=SPECC1L PE=1 SV=3	7	5	13	4	124.5	SPECC1L	1.62E+06	1.07E+06	8.53E+05	6.62E+05	1.56E+06	1.46E+06																																		
High	Master Protein	Q9NNW5	WD repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=WDR6 PE=1 SV=1	6	3	13	3	121.6	WDR6	1.37E+06	1.10E+06	1.12E+06	7.30E+05	7.00E+05	7.92E+05																																		
High	Master Protein	P17028	Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4	26	4	13	4	42.1	ZNF24	1.93E+06	1.65E+06	4.43E+06	1.80E+06	8.47E+05	1.38E+06																																		
High	Master Protein	Q6ZMG9	Ceramide synthase 6 OS=Homo sapiens OX=9606 GN=CERS6 PE=1 SV=1	6	3	12	3	44.9	CERS6	4.17E+06	4.21E+06	5.69E+06	3.81E+06	3.01E+06	3.05E+06																																		
High	Master Protein	Q8TCT8	Signal peptide peptidase-like 2A OS=Homo sapiens OX=9606 GN=SPPL2A PE=1 SV=2	7	2	12	2	58.1	SPPL2A	3.74E+06	2.35E+06	3.13E+06	3.40E+06	7.17E+06	4.11E+06																																		
High	Master Protein	Q9Y5T4	DnaJ homolog subfamily C member 15 OS=Homo sapiens OX=9606 GN=DNAJC15 PE=1 SV=2	29	4	12	4	16.4	DNAJC15	2.05E+06	1.82E+06	1.83E+06	5.48E+05	7.62E+05	8.24E+05																																		
High	Master Protein	Q96EY4	Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2	17	2	12	2	23.8	TMA16	7.31E+06	5.42E+06	5.44E+06	3.13E+06	3.06E+06	4.09E+06																																		
High	Master Protein	Q9Y653	Adhesion G-protein coupled receptor G1 OS=Homo sapiens OX=9606 GN=ADGRG1 PE=1 SV=2	10	4	12	4	77.7	ADGRG1	1.29E+06	9.79E+05	1.20E+06	2.54E+06	2.25E+06	3.19E+06																																		
High	Master Protein	O75882	Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2	3	2	12	2	158.4	ATRN	2.72E+06	3.53E+06	3.11E+06	2.22E+06	2.42E+06	2.46E+06																																		
High	Master Protein	P49069	Guided entry of tail-anchored proteins factor CAMLG OS=Homo sapiens OX=9606 GN=CAMLG PE=1 SV=1	18	3	12	3	32.9	CAMLG	1.51E+06	1.52E+06	1.40E+06	5.02E+05	1.56E+06	1.73E+06																																		
High	Master Protein	Q5T440	"Putative transferase CAF17, mitochondrial OS=Homo sapiens OX=9606 GN=IBA57 PE=1 SV=1"	11	2	12	2	38.1	IBA57	1.30E+06	2.75E+06	7.11E+05	1.22E+06	1.70E+06	1.64E+06																																		
High	Master Protein	O96007	Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1	28	3	12	3	20.9	MOCS2	3.63E+06	5.79E+06	3.60E+06	3.49E+06	4.09E+06	4.80E+06																																		
High	Master Protein	P52429	Diacylglycerol kinase epsilon OS=Homo sapiens OX=9606 GN=DGKE PE=1 SV=1	11	3	12	3	63.9	DGKE	3.43E+05	2.61E+05	3.95E+05	5.67E+05	1.66E+05	2.03E+05																																		
High	Master Protein	O75521	Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4	9	3	12	3	43.6	ECI2	3.54E+06	9.67E+05	3.15E+06	2.04E+06	3.42E+05	2.16E+05																																		
High	Master Protein	O43353	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=RIPK2 PE=1 SV=2	13	5	12	5	61.2	RIPK2	2.73E+06	2.49E+06	2.40E+06	1.96E+06	2.79E+06	2.26E+06																																		
High	Master Protein	Q6NUM9	"All-trans-retinol 13,14-reductase OS=Homo sapiens OX=9606 GN=RETSAT PE=1 SV=2"	7	3	12	3	66.8	RETSAT	2.19E+06	2.21E+06	3.61E+06	2.31E+06	1.85E+06	2.07E+06																																		
High	Master Protein	Q96SW2	Protein cereblon OS=Homo sapiens OX=9606 GN=CRBN PE=1 SV=1	18	5	12	5	50.5	CRBN	5.50E+05	6.39E+05	2.24E+06	1.55E+06	2.18E+06	1.82E+06																																		
High	Master Protein	Q70CQ2	Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=2	1	4	12	4	404	USP34	1.70E+06	3.88E+05	1.29E+06	2.00E+06	1.06E+06	2.00E+06																																		
High	Master Protein	P10109	"Adrenodoxin, mitochondrial OS=Homo sapiens OX=9606 GN=FDX1 PE=1 SV=1"	21	3	12	3	19.4	FDX1	4.06E+06	2.21E+06	3.23E+06	2.47E+06	3.90E+06	3.75E+06																																		
High	Master Protein	O95059	Ribonuclease P protein subunit p14 OS=Homo sapiens OX=9606 GN=RPP14 PE=1 SV=3	40	4	12	4	13.7	RPP14	5.47E+06	4.05E+06	4.81E+06	4.16E+06	2.73E+06	2.61E+06																																		
High	Master Protein	Q9Y6X5	Bis(5'-adenosyl)-triphosphatase ENPP4 OS=Homo sapiens OX=9606 GN=ENPP4 PE=1 SV=3	7	4	12	4	51.6	ENPP4	3.55E+06	1.53E+06	6.39E+06	6.11E+06	5.65E+06	3.97E+06																																		
High	Master Protein	Q15545	Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1	20	6	12	6	40.2	TAF7	2.79E+06	2.36E+06	2.24E+06	4.92E+05	3.38E+06	1.82E+06																																		
High	Master Protein	Q9BSF4	Mitochondrial import inner membrane translocase subunit Tim29 OS=Homo sapiens OX=9606 GN=TIMM29 PE=1 SV=2	18	3	12	3	29.2	TIMM29	4.47E+06	2.12E+06	4.52E+06	4.28E+06	2.45E+06	4.30E+06																																		
High	Master Protein	Q15334	Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3	10	6	12	5	115.3	LLGL1	1.41E+06	2.06E+06	1.55E+06	1.56E+06	1.43E+06	1.62E+06																																		
High	Master Protein	Q15554	Telomeric repeat-binding factor 2 OS=Homo sapiens OX=9606 GN=TERF2 PE=1 SV=3	9	4	12	4	59.6	TERF2	3.86E+06	3.34E+06	2.86E+06	2.58E+06	3.00E+06	2.70E+06																																		
High	Master Protein	P14859	"POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2"	7	4	12	4	76.4	POU2F1	2.84E+06	2.99E+06	2.66E+06	2.07E+06	1.58E+06	2.06E+06																																		
High	Master Protein	Q8IWE2	Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2	12	4	12	4	60.7	FAM114A1	3.82E+06	2.21E+06	5.01E+06	3.20E+06	3.35E+06	2.51E+06																																		
High	Master Protein	Q15012	Lysosomal-associated transmembrane protein 4A OS=Homo sapiens OX=9606 GN=LAPTM4A PE=1 SV=1	17	2	12	2	26.8	LAPTM4A	1.89E+06	9.66E+05	3.45E+06	7.61E+06	8.03E+06	7.13E+06																																		
High	Master Protein	P50336	Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1	10	2	12	2	50.7	PPOX	2.08E+06	2.13E+06	1.80E+06	1.59E+06	3.45E+06	1.22E+06																																		
High	Master Protein	Q96GM5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens OX=9606 GN=SMARCD1 PE=1 SV=2	9	3	12	2	58.2	SMARCD1	1.30E+06	1.32E+06	1.10E+06	7.08E+05	6.56E+05	7.14E+05																																		
High	Master Protein	P52756	RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2	10	5	12	5	92.1	RBM5	3.27E+06	2.50E+06	3.20E+06	2.40E+06	1.19E+06	1.15E+06																																		
High	Master Protein	P23434	"Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2"	17	2	12	2	18.9	GCSH	6.46E+06	3.93E+06	6.72E+06	3.60E+06	4.27E+06	3.74E+06																																		
High	Master Protein	O15297	Protein phosphatase 1D OS=Homo sapiens OX=9606 GN=PPM1D PE=1 SV=1	11	4	12	4	66.6	PPM1D	2.47E+06	2.61E+06	3.35E+06	1.86E+06	2.63E+06	2.24E+06																																		
High	Master Protein	Q5ST30	"Valine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=VARS2 PE=1 SV=2"	4	3	12	3	118.4	VARS2	8.08E+05	7.85E+05	7.77E+05	1.13E+06	1.11E+06	1.15E+06																																		
High	Master Protein	Q92766	Ras-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=3	5	5	12	5	181.3	RREB1	1.37E+06	2.21E+05	3.08E+06	7.10E+05	4.79E+05	6.08E+05																																		
High	Master Protein	Q969M3	Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1	8	2	12	2	28	YIPF5	2.83E+06	2.82E+06	3.02E+06	2.63E+06	2.41E+06	2.94E+06																																		
High	Master Protein	Q03111	Protein ENL OS=Homo sapiens OX=9606 GN=MLLT1 PE=1 SV=2	4	2	12	2	62	MLLT1	2.23E+06	2.84E+06	2.18E+06	1.79E+06	1.83E+06	1.51E+06																																		
High	Master Protein	Q15742	NGFI-A-binding protein 2 OS=Homo sapiens OX=9606 GN=NAB2 PE=1 SV=1	10	4	12	4	56.6	NAB2	2.96E+06	3.85E+06	4.81E+06	2.65E+06	2.68E+06	2.26E+06																																		
